time,lat,lon,elev_m,t_sec,dt,elev_s,is_gap,step_dist_m,speed_ms,vvert_ms,grade
2026-02-03 04:18:02.279000+00:00,40.95432752,115.39703459,2104.2783307922946,8567.256,1.010999999998603,2103.521728515625,False,6.1603893416938025,6.093362355788639,-4.675136003962939,-0.7672506132056305
2026-02-03 04:18:03.286000+00:00,40.95432752,115.39703459,2098.6563012552947,8568.263,1.007000000001426,2103.521728515625,False,0.0,0.0,0.0,0.0
2026-02-03 04:18:04.296000+00:00,40.95432481,115.39691889,2108.2896130485838,8569.273,1.0099999999983993,2103.521728515625,False,9.7209266324032,9.624679834077826,0.0,0.0
2026-02-03 04:18:05.306000+00:00,40.95432481,115.39691889,2097.9465446413665,8570.283,1.0100000000002185,2103.521728515625,False,0.0,0.0,0.0,0.0
2026-02-03 04:18:06.317000+00:00,40.95433248,115.3967841,2094.9047248987113,8571.294,1.011000000000422,2100.063720703125,False,11.351478862922166,11.227971179938107,-3.4203835929758224,-0.3046305996124472
2026-02-03 04:18:07.327000+00:00,40.95433248,115.3967841,2107.9370419228467,8572.304,1.0100000000002185,2100.063720703125,False,0.0,0.0,0.0,0.0
2026-02-03 04:18:08.339000+00:00,40.95432477,115.3966752,2101.953193374251,8573.316,1.0120000000006255,2100.063720703125,False,9.185300464970172,9.076383858660568,0.0,0.0
2026-02-03 04:18:09.353000+00:00,40.95432477,115.3966752,2099.3137308562586,8574.33,1.0139999999992142,2100.063720703125,False,0.0,0.0,0.0,0.0
2026-02-03 04:18:10.362000+00:00,40.95430682,115.39658642,2099.60451310343,8575.339,1.0090000000000146,2100.063720703125,False,7.7181157176884225,7.649272267282766,0.0,0.0
2026-02-03 04:18:11.372000+00:00,40.95430682,115.39658642,2095.706410006075,8576.349,1.0100000000002185,2100.063720703125,False,0.0,0.0,0.0,0.0
2026-02-03 04:18:12.384000+00:00,40.95437045,115.3964987,2101.2556982068154,8577.361,1.0120000000006255,2097.535888671875,False,10.21402878747726,10.092913821611608,-2.4978577383877836,-0.2474862841926983
2026-02-03 04:18:13.394000+00:00,40.95437045,115.3964987,2097.3698276704763,8578.371,1.0099999999983993,2097.535888671875,False,0.0,0.0,0.0,0.0
2026-02-03 04:18:14.406000+00:00,40.9544264,115.39635946,2096.721199433706,8579.383,1.0120000000006255,2097.535888671875,False,13.245130918632924,13.088074030261597,0.0,0.0
2026-02-03 04:18:15.417000+00:00,40.9544264,115.39635946,2097.5081445284923,8580.394,1.011000000000422,2097.535888671875,False,0.0,0.0,0.0,0.0
2026-02-03 04:18:16.424000+00:00,40.95443078,115.39619521,2093.356963483683,8581.401,1.006999999999607,2095.43115234375,False,13.801961291159504,13.70601915706543,-2.0901055890028015,-0.1524954521842584
2026-02-03 04:18:17.434000+00:00,40.95443078,115.39619521,2104.9204908750366,8582.411,1.0100000000002185,2095.43115234375,False,0.0,0.0,0.0,0.0
2026-02-03 04:18:18.446000+00:00,40.95442356,115.39602839,2092.673462779971,8583.423,1.0120000000006255,2095.43115234375,False,14.032174036325788,13.86578462086671,0.0,0.0
2026-02-03 04:18:19.460000+00:00,40.95442356,115.39602839,2094.804918582835,8584.437,1.0139999999992142,2095.43115234375,False,0.0,0.0,0.0,0.0
2026-02-03 04:18:20.469000+00:00,40.95444389,115.39584105,2082.0183162431454,8585.446,1.0090000000000146,2091.5078125,False,15.893996096291486,15.752226061735636,-3.888344741080221,-0.2468441429066051
2026-02-03 04:18:21.479000+00:00,40.95444389,115.39584105,2093.995747771298,8586.456,1.0100000000002185,2091.5078125,False,0.0,0.0,0.0,0.0
2026-02-03 04:18:22.490000+00:00,40.95444452,115.39563135,2084.7301989879797,8587.467,1.011000000000422,2088.208984375,False,17.610295038089316,17.41868945408701,-3.2629358308591723,-0.1873238419836216
2026-02-03 04:18:23.501000+00:00,40.95444452,115.39563135,2091.5315964077467,8588.478,1.010999999998603,2088.208984375,False,0.0,0.0,0.0,0.0
2026-02-03 04:18:24.513000+00:00,40.95445734,115.39543594,2091.068451604156,8589.49,1.0120000000006255,2088.208984375,False,16.47191038039489,16.27659128496512,0.0,0.0
2026-02-03 04:18:25.523000+00:00,40.95445734,115.39543594,2086.5616271859913,8590.5,1.0100000000002185,2088.208984375,False,0.0,0.0,0.0,0.0
2026-02-03 04:18:26.530000+00:00,40.95443105,115.39524244,2085.9595459960383,8591.507,1.006999999999607,2085.763916015625,False,16.5105720518235,16.395801441737778,-2.428071856381285,-0.1480910747186955
2026-02-03 04:18:27.541000+00:00,40.95443105,115.39524244,2083.035935656036,8592.518,1.011000000000422,2085.763916015625,False,0.0,0.0,0.0,0.0
2026-02-03 04:18:28.551000+00:00,40.95441904,115.39505582,2079.5369502309004,8593.528,1.0100000000002185,2083.27685546875,False,15.728747269314608,15.573017098327927,-2.46243618502422,-0.1581219727350464
2026-02-03 04:18:29.562000+00:00,40.95441904,115.39505582,2080.864688242422,8594.539,1.011000000000422,2083.27685546875,False,0.0,0.0,0.0,0.0
2026-02-03 04:18:30.572000+00:00,40.95444787,115.39488755,2086.865455127893,8595.549,1.0100000000002185,2083.27685546875,False,14.490021970464246,14.346556406397143,0.0,0.0
2026-02-03 04:18:31.576000+00:00,40.95444787,115.39488755,2075.983281103346,8596.553,1.003999999998996,2083.27685546875,False,0.0,0.0,0.0,0.0
2026-02-03 04:18:32.588000+00:00,40.95442972,115.39470897,2076.5522480746695,8597.565,1.0120000000006255,2080.94091796875,False,15.13195551343555,14.952525210895448,-2.308238636362209,-0.1543711583030982
2026-02-03 04:18:33.605000+00:00,40.9544526,115.39454286,2077.947739048731,8598.582,1.0169999999998254,2078.948974609375,False,14.1796657575286,13.942640862862374,-1.9586463710671995,-0.1404788655414808
2026-02-03 04:18:34.617000+00:00,40.9544526,115.39454286,2074.941349879269,8599.594,1.0119999999988067,2078.948974609375,False,0.0,0.0,0.0,0.0
2026-02-03 04:18:35.629000+00:00,40.9544346,115.39437971,2078.0443210105004,8600.606,1.0120000000006255,2078.948974609375,False,13.846410220256598,13.682223537794505,0.0,0.0
2026-02-03 04:18:36.639000+00:00,40.9544346,115.39437971,2072.4665611874857,8601.616,1.0100000000002185,2078.948974609375,False,0.0,0.0,0.0,0.0
2026-02-03 04:18:37.651000+00:00,40.95443064,115.39421214,2069.7668348194024,8602.628,1.0120000000006255,2076.972412109375,False,14.07905876239722,13.912113401569677,-1.9531249999987923,-0.1403902443591658
2026-02-03 04:18:38.661000+00:00,40.95443064,115.39421214,2069.052104988984,8603.638,1.0100000000002185,2076.972412109375,False,0.0,0.0,0.0,0.0
2026-02-03 04:18:39.677000+00:00,40.95444997,115.39404497,2080.4087097087995,8604.654,1.0159999999996217,2076.972412109375,False,14.202168729194616,13.978512528740064,0.0,0.0
2026-02-03 04:18:40.684000+00:00,40.95444997,115.39404497,2079.1799066170424,8605.661,1.006999999999607,2076.972412109375,False,0.0,0.0,0.0,0.0
2026-02-03 04:18:41.697000+00:00,40.95450549,115.393885,2071.961780138944,8606.674,1.0130000000008297,2074.719482421875,False,14.784556381055586,14.5948236732907,-2.2240174605115057,-0.1523839897142146
2026-02-03 04:18:42.708000+00:00,40.95450549,115.393885,2071.1648940431182,8607.685,1.010999999998603,2074.719482421875,False,0.0,0.0,0.0,0.0
2026-02-03 04:18:43.722000+00:00,40.95452767,115.39372302,2068.6426765232063,8608.699,1.0140000000010332,2071.987548828125,False,13.82449205572843,13.63362135672026,-2.694214589494296,-0.1976154771355938
2026-02-03 04:18:44.731000+00:00,40.95452767,115.39372302,2075.922888502575,8609.708,1.0090000000000146,2071.987548828125,False,0.0,0.0,0.0,0.0
2026-02-03 04:18:45.743000+00:00,40.95453244,115.39357806,2072.9369718707017,8610.72,1.0119999999988067,2071.987548828125,False,12.184963064818785,12.04047733679165,0.0,0.0
2026-02-03 04:18:46.752000+00:00,40.95453244,115.39357806,2070.5586301366725,8611.729,1.0090000000000146,2071.987548828125,False,0.0,0.0,0.0,0.0
2026-02-03 04:18:47.764000+00:00,40.95455299,115.39342779,2062.779719568296,8612.741,1.0120000000006255,2069.567138671875,False,12.824548622456373,12.672478875937196,-2.3917096405617624,-0.1887325805768907
2026-02-03 04:18:48.776000+00:00,40.95458179,115.39336072,2064.021874073172,8613.753,1.0120000000006255,2069.567138671875,False,6.479136130750523,6.40230842959142,0.0,0.0
2026-02-03 04:18:49.791000+00:00,40.95462358,115.39329122,2066.710172013042,8614.768,1.014999999999418,2067.7744140625,False,7.460375013243686,7.350123165761541,-1.7662311422423922,-0.2402995300092218
2026-02-03 04:18:50.795000+00:00,40.95462358,115.39329122,2073.6507895724726,8615.772,1.004000000000815,2067.7744140625,False,0.0,0.0,0.0,0.0
2026-02-03 04:18:51.807000+00:00,40.95461299,115.39310009,2057.4818978939074,8616.784,1.0119999999988067,2065.383544921875,False,16.093782276376857,15.902946913434617,-2.3625189136638527,-0.1485585612857718
2026-02-03 04:18:52.819000+00:00,40.95463674,115.39301435,2060.699617154567,8617.796,1.0120000000006255,2065.383544921875,False,7.669271187850394,7.5783312132862175,0.0,0.0
2026-02-03 04:18:53.829000+00:00,40.95463674,115.39301435,2062.819321364414,8618.806,1.0100000000002185,2065.383544921875,False,0.0,0.0,0.0,0.0
2026-02-03 04:18:54.842000+00:00,40.95464514,115.3928371,2059.7936826590735,8619.819,1.0129999999990105,2061.92041015625,False,14.91430671401541,14.722908898351411,-3.418691772584781,-0.2322021956522183
2026-02-03 04:18:55.853000+00:00,40.95466757,115.39275237,2065.9939188796716,8620.83,1.011000000000422,2061.92041015625,False,7.539877717019997,7.4578414609464385,0.0,0.0
2026-02-03 04:18:56.863000+00:00,40.95466757,115.39275237,2069.7857105379007,8621.84,1.0100000000002185,2061.92041015625,False,0.0,0.0,0.0,0.0
2026-02-03 04:18:57.876000+00:00,40.9546871,115.39254644,2054.824581132679,8622.853,1.0129999999990105,2057.479736328125,False,17.429316809491358,17.205643444726935,-4.383685911282663,-0.2547818641810891
2026-02-03 04:18:58.888000+00:00,40.95469921,115.39244997,2061.968964590093,8623.865,1.0120000000006255,2057.479736328125,False,8.21246144176819,8.115080476050505,0.0,0.0
